url,search_type
https://www.mycareersfuture.sg/job/front-end-developer-standard-chartered-bank-f939e63cba98ba026bc600253971618f,analytics
https://www.mycareersfuture.sg/job/ux-designer-cum-developer-wizlearn-technologies-c92b18b4956f955583b78c478b84c2d7,analytics
https://www.mycareersfuture.sg/job/marketing-assistant-servicom-medical-b069ec91ea75cd3e5f03f1b47ab13594,analytics
https://www.mycareersfuture.sg/job/assistant-vice-president-e-commerce-wing-tai-digital-management-3ef77fa9bc05082eb24b8b81425e73bb,analytics
https://www.mycareersfuture.sg/job/senior-manager-director-capgemini-singapore-12714b1b64ea8054d171ebf2f8ab42f7,analytics
https://www.mycareersfuture.sg/job/abuse-analyst-real-time-communications-singapore-google-asia-pacific-b538a7bc7f8a8c2be5f9695648c1130f,analytics
https://www.mycareersfuture.sg/job/associate-risk-06f0d533942fb790e3a6cdcae03cde4a,analytics
https://www.mycareersfuture.sg/job/data-analytics-%E2%80%93-supply-chain-infineon-technologies-asia-pacific-47a8c05f0f63ac4f47c3c2e607424d1a,analytics
https://www.mycareersfuture.sg/job/vp-financial-crime-analytics-%E2%80%93-transaction-monitoring-group-compliance-dbs-bank-620be0720b3036efa5093d2abdf53f2f,analytics
https://www.mycareersfuture.sg/job/avp-financial-crime-analytics-%E2%80%93-transaction-monitoring-group-compliance-dbs-bank-6fe072b799f53aa39b9d92c3061808bd,analytics
https://www.mycareersfuture.sg/job/senior-application-developer-capita-8f6d1a8147069775cd22d3158d278da5,analytics
https://www.mycareersfuture.sg/job/manager-zhou-hei-ya-foods-bfb50993f44c71ef87f8b12995810bac,analytics
https://www.mycareersfuture.sg/job/senior-machine-learning-engineer-rio-tinto-commercial-aa9e2f689ceddc31e4881004a34c2f66,analytics
https://www.mycareersfuture.sg/job/director-credit-card-activation-retention-rewards-standard-chartered-bank-e0c41fe5d361ebe2954437544cbf9284,analytics
https://www.mycareersfuture.sg/job/director-credit-card-portfolio-balance-growth-standard-chartered-bank-3e6b5e5b0feb9ac3c9a7a1fb28e8feb5,analytics
https://www.mycareersfuture.sg/job/senior-frontend-developer-manpower-staffing-services-32a579da7311da1a3a4794236bc38723,analytics
https://www.mycareersfuture.sg/job/ux-strategist-tbwa-singapore-a77dca0866702b32ff5e6a734704eccc,analytics
https://www.mycareersfuture.sg/job/vp-dir-head-service-transformation-bluechip-platforms-asia-aa79796e17007779b083c183e4d40062,analytics
https://www.mycareersfuture.sg/job/sales-executive-connected-freight-1e936a27e4e59613b2101bf2da58d5f1,analytics
